,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
1612,"Crack: Cocaine, Corruption & Conspiracy",MOVIE,"['documentation', 'crime', 'history']",2021,15.734,6.7
1613,1BR,MOVIE,"['horror', 'thriller', 'drama']",2019,15.734,5.8
1614,Cathedral of the Sea,SHOW,"['drama', 'history']",2018,15.73,7.4
1615,GREAT PRETENDER,SHOW,"['action', 'comedy', 'crime', 'drama', 'animation']",2020,15.729,7.9
1616,Sky High,MOVIE,"['crime', 'thriller', 'drama', 'action', 'european']",2020,15.719,5.6
1617,Counterpunch,MOVIE,['documentation'],2017,15.712,6.7
1618,The Challenge,SHOW,"['reality', 'comedy', 'drama', 'scifi']",1998,15.699,7.8
1619,Alias Grace,SHOW,"['drama', 'thriller', 'crime']",2017,15.686,7.7
1620,Killing Them Softly,MOVIE,"['crime', 'thriller', 'drama']",2012,15.681,6.2
1621,I Hear You,SHOW,"['drama', 'comedy', 'romance']",2019,15.664,7.3
1622,Into the Wild,MOVIE,['drama'],2007,15.658,8.1
1623,Somewhere Between,SHOW,"['crime', 'drama', 'scifi', 'thriller']",2017,15.625,6.2
1624,Wild District,SHOW,"['drama', 'thriller', 'action', 'crime']",2018,15.617,8.2
1625,iBoy,MOVIE,"['scifi', 'action', 'crime', 'thriller']",2017,15.608,6
1626,Sisyphus,SHOW,"['action', 'fantasy', 'scifi', 'drama']",2021,15.59,7
1627,Silenced,MOVIE,['drama'],2011,15.56,8
1628,Collateral,SHOW,"['drama', 'thriller', 'crime']",2018,15.543,6.7
1629,Abyss,SHOW,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",2019,15.513,7.1
1630,Fun with Dick and Jane,MOVIE,"['comedy', 'crime']",2005,15.505,6.1
1631,Criminal: UK,SHOW,"['drama', 'thriller', 'crime']",2019,15.499,7.6
1632,Sisters on Track,MOVIE,"['documentation', 'sport']",2021,15.497,5.8
1633,Welcome to Waikiki,SHOW,"['drama', 'comedy', 'reality']",2018,15.449,8.3
1634,The Discovery,MOVIE,"['thriller', 'drama', 'romance', 'scifi']",2017,15.446,6.2
1635,Rust Creek,MOVIE,"['thriller', 'crime', 'drama', 'horror']",2019,15.43,5.9
1636,2 Hearts,MOVIE,"['romance', 'drama']",2020,15.428,6.2
1637,"Devotion, a Story of Love and Desire",SHOW,"['drama', 'romance']",2022,15.424,6.4
1638,The Motive,SHOW,"['crime', 'documentation']",2021,15.418,5.3
1639,Replicas,MOVIE,"['thriller', 'drama', 'scifi']",2018,15.406,5.5
1640,The Guns of Navarone,MOVIE,"['war', 'action', 'drama']",1961,15.405,7.5
1641,Call My Agent!,SHOW,"['comedy', 'drama', 'european']",2015,15.398,8.3
1642,First They Killed My Father,MOVIE,"['drama', 'history', 'war']",2017,15.383,7.2
1643,Squared Love,MOVIE,"['romance', 'comedy']",2021,15.382,5
1644,The Little Nyonya,SHOW,['drama'],2008,15.374,
1645,Mad for Each Other,SHOW,"['drama', 'comedy', 'romance']",2021,15.371,7.9
1646,The Week Of,MOVIE,['comedy'],2018,15.364,5.2
1647,Unbridled,MOVIE,"['thriller', 'european']",2018,15.361,5.1
1648,The Lake House,MOVIE,"['drama', 'fantasy', 'romance', 'documentation']",2006,15.36,6.8
1649,Teenage Mutant Ninja Turtles III,MOVIE,"['fantasy', 'scifi', 'action', 'comedy', 'family']",1993,15.356,4.7
1650,Menace II Society,MOVIE,"['drama', 'crime', 'thriller']",1993,15.347,7.5
1651,The Big Show Show,SHOW,['comedy'],2020,15.341,6.3
1652,Reply 1988,SHOW,"['comedy', 'drama', 'family', 'romance']",2015,15.317,9.2
1653,Bonnie and Clyde,MOVIE,"['drama', 'crime', 'action']",1967,15.309,7.7
1654,Happiness Ever After,MOVIE,"['drama', 'romance']",2021,15.291,4.2
1655,Run On,SHOW,['drama'],2020,15.29,
1656,The Last Paradiso,MOVIE,"['drama', 'romance']",2021,15.28,5.7
1657,Dragon Rider,MOVIE,"['family', 'fantasy', 'animation', 'comedy', 'european']",2020,15.265,5.6
1658,The Bonfire of Destiny,SHOW,"['drama', 'history']",2019,15.25,7.6
1659,Initial D,MOVIE,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']",2005,15.248,6.3
1660,The Nut Job,MOVIE,"['comedy', 'crime', 'family', 'animation']",2014,15.247,5.7
1661,Procession,MOVIE,['documentation'],2021,15.236,7.2
1662,Time to Hunt,MOVIE,"['drama', 'scifi', 'thriller', 'action', 'crime']",2020,15.225,6.3
1663,"Hello, My Twenties!",SHOW,"['comedy', 'drama', 'romance']",2016,15.225,8.3
1664,Middle School: The Worst Years of My Life,MOVIE,"['comedy', 'family', 'animation']",2016,15.219,6
1665,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"['drama', 'history']",2020,15.211,7.3
1666,The Hook Up Plan,SHOW,"['comedy', 'romance']",2018,15.197,7.2
1667,White Fang,MOVIE,"['animation', 'drama', 'western', 'european']",2018,15.195,6.9
1668,"Money, Explained",SHOW,['documentation'],2021,15.194,6.9
1669,Sexify,SHOW,"['drama', 'comedy']",2021,15.189,6.5
1670,AJ and the Queen,SHOW,"['comedy', 'drama']",2020,15.178,7.4
1671,Love is Blind: Japan,SHOW,"['reality', 'romance']",2022,15.158,7.1
1672,Bullet Head,MOVIE,"['thriller', 'crime', 'drama', 'european']",2017,15.152,5.4
1673,Lovestruck in the City,SHOW,"['drama', 'romance']",2020,15.138,7.7
1674,The Bride of Habaek,SHOW,"['drama', 'romance', 'comedy', 'fantasy']",2017,15.138,7.1
1675,We Are the Champions,SHOW,['documentation'],2020,15.129,7.1
1676,Goon: Last of the Enforcers,MOVIE,"['comedy', 'sport']",2017,15.127,5.8
1677,Rim of the World,MOVIE,"['comedy', 'scifi', 'action']",2019,15.126,5.2
1678,Spawn,MOVIE,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']",1997,15.124,5.2
1679,The Bureau of Magical Things,SHOW,"['scifi', 'family', 'fantasy']",2018,15.122,6.7
1680,Robocar Poli,SHOW,"['family', 'fantasy', 'animation', 'comedy']",2011,15.113,5.8
1681,Hollywood,SHOW,"['drama', 'history']",2020,15.085,7.5
1682,Nappily Ever After,MOVIE,"['comedy', 'drama', 'romance']",2018,15.079,6.4
1683,Life of Crime,MOVIE,"['comedy', 'crime']",2013,15.068,5.8
1684,Something's Gotta Give,MOVIE,"['romance', 'drama', 'comedy']",2003,15.068,6.7
1685,Harold & Kumar Go to White Castle,MOVIE,['comedy'],2004,15.067,7
1686,Ghost in the Shell: SAC_2045,SHOW,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",2020,15.055,6.2
1687,Legacy of Lies,MOVIE,"['thriller', 'action']",2020,15.053,5
1688,Baggio: The Divine Ponytail,MOVIE,"['drama', 'sport']",2021,15.047,6.1
1689,American Ultra,MOVIE,"['comedy', 'action', 'scifi']",2015,15.041,6.1
1690,Midnight Diner,SHOW,"['drama', 'comedy']",2009,15.027,8.6
1691,In the Line of Fire,MOVIE,"['drama', 'thriller', 'action', 'crime']",1993,15.02,7.2
1692,You've Got Mail,MOVIE,"['romance', 'drama', 'comedy']",1998,15.015,6.7
1693,Sparta,SHOW,"['drama', 'thriller']",2018,15.009,6.6
1694,My Mister,SHOW,"['drama', 'family']",2018,14.997,9.2
1695,Set It Up,MOVIE,"['comedy', 'romance']",2018,14.994,6.5
1696,Rogue City,MOVIE,['thriller'],2020,14.972,
1697,Deaf U,SHOW,"['reality', 'drama']",2020,14.943,6.4
1698,Operation Hyacinth,MOVIE,"['crime', 'drama', 'thriller']",2021,14.933,6.7
1699,Richie Rich,SHOW,['comedy'],2015,14.932,3.1
1700,Sneakerheads,SHOW,['comedy'],2020,14.93,
1701,Night Stalker: The Hunt for a Serial Killer,SHOW,"['crime', 'documentation']",2021,14.926,7.5
1702,Bastille Day,MOVIE,"['action', 'drama', 'thriller', 'crime']",2016,14.921,6.3
1703,Switched,SHOW,"['drama', 'scifi']",2018,14.917,7.1
1704,A Perfect Ending,MOVIE,"['drama', 'romance']",2012,14.915,5.7
1705,Tuca & Bertie,SHOW,"['comedy', 'animation']",2019,14.9,7.3
1706,The Turning Point,MOVIE,"['drama', 'crime']",2021,14.898,7
1707,Hold Tight,SHOW,"['crime', 'drama', 'thriller']",2022,14.897,6.1
1708,Once Upon a Time in Mexico,MOVIE,"['drama', 'action', 'crime', 'thriller']",2003,14.895,6.3
1709,100 Days My Prince,SHOW,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",2018,14.871,7.8
1710,Green Eggs and Ham,SHOW,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",2019,14.865,8.1
1711,Our Beloved Summer,SHOW,"['drama', 'comedy']",2021,14.862,
1712,David Attenborough: A Life on Our Planet,MOVIE,['documentation'],2020,14.834,9
1713,High Score,SHOW,"['documentation', 'history']",2020,14.827,7.4
1714,The November Man,MOVIE,"['crime', 'action', 'thriller']",2014,14.82,6.3
1715,Unit 42,SHOW,"['crime', 'thriller', 'drama', 'european']",2017,14.82,7
1716,The A List,SHOW,"['drama', 'crime', 'thriller']",2018,14.819,5.5
1717,The Princess Switch,MOVIE,"['romance', 'comedy', 'drama', 'family']",2018,14.783,6
1718,Love Happens,MOVIE,"['drama', 'romance']",2009,14.783,5.6
1719,Shimmer Lake,MOVIE,"['thriller', 'crime', 'drama']",2017,14.776,6.3
1720,Incarnate,MOVIE,"['horror', 'thriller']",2016,14.776,5.2
1721,Donnie Brasco,MOVIE,"['thriller', 'drama', 'crime']",1997,14.769,7.7
1722,Interior Design Masters,SHOW,['reality'],2019,14.763,6.4
1723,Family Business,SHOW,"['comedy', 'family']",2019,14.761,7.4
1724,Dirty Harry,MOVIE,"['thriller', 'crime', 'action']",1971,14.745,7.7
1725,Mobile Suit Gundam Unicorn,SHOW,"['action', 'drama', 'scifi', 'war', 'animation']",2010,14.729,7.8
1726,The Adventures of Puss in Boots,SHOW,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",2015,14.724,6.6
1727,Prince of Peoria,SHOW,"['comedy', 'family']",2018,14.711,5.7
1728,Beyond Evil,SHOW,"['crime', 'thriller', 'drama']",2021,14.702,8.1
1729,The God Committee,MOVIE,"['drama', 'thriller']",2021,14.702,5.8
1730,The Old Ways,MOVIE,"['fantasy', 'thriller', 'drama', 'horror']",2020,14.7,5.4
1731,Sorry to Bother You,MOVIE,"['fantasy', 'scifi', 'drama', 'comedy']",2018,14.691,6.9
1732,Operation Christmas Drop,MOVIE,"['romance', 'comedy', 'family']",2020,14.686,5.8
1733,Beats,MOVIE,['drama'],2019,14.674,6.3
1734,Mute,MOVIE,"['thriller', 'drama', 'scifi']",2018,14.672,5.4
1735,"Hello, My Name Is Doris",MOVIE,"['romance', 'comedy', 'drama']",2015,14.663,6.6
1736,Karma's World,SHOW,"['animation', 'comedy', 'family']",2021,14.657,6.2
1737,Osmosis Jones,MOVIE,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",2001,14.652,6.3
1738,Outback Truckers,SHOW,"['reality', 'documentation']",2012,14.65,7.4
1739,Lego Jurassic World: Legend of Isla Nublar,SHOW,"['scifi', 'animation', 'comedy', 'family']",2019,14.65,6.7
1740,Lords of Scam,MOVIE,"['documentation', 'crime']",2021,14.637,6.3
1741,In Darkness,MOVIE,['thriller'],2018,14.629,5.7
1742,Apache: The Life of Carlos Tevez,SHOW,"['drama', 'sport', 'thriller', 'crime']",2019,14.627,7.3
1743,The Idhun Chronicles,SHOW,"['scifi', 'action', 'fantasy', 'animation']",2020,14.62,5.3
1744,Inside Man: Most Wanted,MOVIE,"['thriller', 'action', 'crime']",2019,14.613,5.6
1745,The Chef Show,SHOW,['documentation'],2019,14.612,8.2
1746,Terrace House: Aloha State,SHOW,"['reality', 'drama']",2016,14.596,7.5
1747,Clinical,MOVIE,"['thriller', 'horror']",2017,14.594,5.1
1748,Dirty John,SHOW,"['crime', 'drama']",2018,14.581,7.3
1749,Dangal,MOVIE,"['action', 'drama', 'sport']",2016,14.572,8.4
1750,This Little Love of Mine,MOVIE,['romance'],2021,14.553,5.3
1751,Sandy Wexler,MOVIE,['comedy'],2017,14.548,5.2
1752,The Drug King,MOVIE,"['crime', 'drama', 'action']",2018,14.546,6.2
1753,The Little Vampire 3D,MOVIE,"['fantasy', 'horror', 'animation', 'comedy', 'family', 'european']",2017,14.528,5.4
1754,The Spy,SHOW,"['drama', 'history']",2019,14.528,7.9
1755,Her Mother's Killer,SHOW,['drama'],2020,14.509,
1756,Busted!,SHOW,"['comedy', 'reality']",2018,14.488,7.6
1757,Have a Good Trip: Adventures in Psychedelics,MOVIE,"['documentation', 'comedy']",2020,14.485,6.8
1758,Queer Eye,SHOW,['reality'],2018,14.475,8.5
1759,The Witch: Part 1. The Subversion,MOVIE,"['fantasy', 'action', 'european']",2018,14.464,7.1
1760,Seven Years in Tibet,MOVIE,"['drama', 'history', 'war']",1997,14.442,7.1
1761,The Crowned Clown,SHOW,"['action', 'history', 'romance', 'drama']",2019,14.408,8
1762,Abstract: The Art of Design,SHOW,['documentation'],2017,14.406,8.4
1763,TIGER & BUNNY,SHOW,"['scifi', 'action', 'animation', 'comedy', 'crime']",2011,14.385,7.3
1764,"Sí, Mi Amor",MOVIE,['romance'],2020,14.359,
1765,Love Wedding Repeat,MOVIE,"['romance', 'comedy']",2020,14.358,5.5
1766,Granblue Fantasy: The Animation,SHOW,"['scifi', 'animation', 'fantasy']",2017,14.353,6.4
1767,Black Mirror: Bandersnatch,MOVIE,"['scifi', 'thriller', 'fantasy', 'drama']",2018,14.353,7.1
1768,Lovesick,SHOW,"['comedy', 'european']",2014,14.348,8.1
1769,Workin' Moms,SHOW,"['comedy', 'drama']",2017,14.338,7.8
1770,Our Planet,SHOW,['documentation'],2019,14.33,9.3
1771,War Machine,MOVIE,"['drama', 'comedy', 'war']",2017,14.317,6
1772,I Am Vengeance: Retaliation,MOVIE,['action'],2020,14.274,3.4
1773,King of Thieves,MOVIE,"['drama', 'crime', 'history']",2018,14.269,5.5
1774,Rebellion,SHOW,"['war', 'drama', 'history', 'european']",2016,14.262,7.1
1775,Pucca: Love Recipe,SHOW,['comedy'],2018,14.26,
1776,The Three Deaths of Marisela Escobedo,MOVIE,"['crime', 'documentation']",2020,14.257,8.1
1777,Starsky & Hutch,MOVIE,"['comedy', 'crime']",2004,14.252,6.1
1778,Get the Grift,MOVIE,"['crime', 'comedy']",2021,14.247,5.3
1779,If Anything Happens I Love You,MOVIE,['drama'],2020,14.24,
1780,Ratchet & Clank,MOVIE,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']",2016,14.238,5.5
1781,Go! Go! Cory Carson,SHOW,"['animation', 'comedy', 'family']",2020,14.214,7.9
1782,The Twelve,SHOW,"['thriller', 'drama']",2019,14.21,7.5
1783,Always Be My Maybe,MOVIE,"['romance', 'comedy']",2019,14.207,6.8
1784,Yankee,SHOW,['drama'],2019,14.193,5.9
1785,Untold: Malice at the Palace,MOVIE,"['crime', 'documentation', 'sport']",2021,14.189,7.5
1786,Special Correspondents,MOVIE,['comedy'],2016,14.187,5.8
1787,The Staircase,SHOW,"['crime', 'documentation', 'drama']",2004,14.185,7.8
1788,Invader ZIM: Enter the Florpus,MOVIE,"['drama', 'family', 'horror', 'action', 'fantasy', 'animation', 'comedy', 'scifi', 'thriller']",2019,14.179,7.4
1789,Eagle Eye,MOVIE,"['thriller', 'action', 'european']",2008,14.168,6.6
1790,Creating The Queen's Gambit,MOVIE,['documentation'],2021,14.162,6.9
1791,Edge of Fear,MOVIE,"['thriller', 'crime', 'action']",2018,14.161,4.5
1792,A Shaun the Sheep Movie: Farmageddon,MOVIE,"['comedy', 'animation', 'family', 'fantasy', 'scifi']",2019,14.16,6.8
1793,Heroes: Silence and Rock & Roll,MOVIE,"['music', 'documentation']",2021,14.155,7.5
1794,Lost Girls,MOVIE,"['thriller', 'crime', 'drama']",2020,14.136,6.1
1795,Until Life Do Us Part,SHOW,['drama'],2021,14.12,7.4
1796,The Irregulars,SHOW,"['crime', 'drama', 'fantasy', 'scifi']",2021,14.099,5.9
1797,Heaven Official's Blessing,SHOW,"['action', 'scifi', 'animation']",2020,14.073,8.3
1798,Haunted,SHOW,"['documentation', 'horror', 'reality']",2018,14.069,4.6
1799,Chambers,SHOW,"['drama', 'thriller', 'fantasy', 'horror']",2019,14.065,6.4
1800,Trolls: The Beat Goes On!,SHOW,"['comedy', 'romance', 'animation', 'family', 'fantasy']",2018,14.06,5.8
1801,Fun Mom Dinner,MOVIE,['comedy'],2017,14.054,5.3
1802,Project Mc²,SHOW,['family'],2015,14.028,6.1
1803,The Darkness,MOVIE,"['thriller', 'horror']",2016,14.011,4.5
1804,Lupin the Third: The Castle of Cagliostro,MOVIE,"['comedy', 'animation', 'action', 'fantasy', 'family']",1979,14.008,7.6
1805,"Game Over, Man!",MOVIE,"['comedy', 'action']",2018,14.0,5.4
1806,A Christmas Prince: The Royal Baby,MOVIE,"['romance', 'family']",2019,13.992,5.3
1807,Rose Island,MOVIE,"['drama', 'comedy']",2020,13.963,7
1808,Sniper: Reloaded,MOVIE,['thriller'],2011,13.963,
1809,Dragons: Rescue Riders: Secrets of the Songwing,MOVIE,"['animation', 'action', 'comedy', 'family', 'fantasy']",2020,13.962,5.1
1810,Take Your Pills,MOVIE,['documentation'],2018,13.958,6.3
1811,Red Joan,MOVIE,"['thriller', 'drama', 'history', 'romance']",2018,13.95,6.4
1812,Bigfoot Family,MOVIE,"['animation', 'action', 'family']",2020,13.949,5.8
1813,42,MOVIE,"['drama', 'sport']",2013,13.936,7.5
1814,Double Dad,MOVIE,"['drama', 'comedy', 'family']",2021,13.931,5.6
1815,Seven Seconds,SHOW,"['crime', 'drama']",2018,13.897,7.7
1816,Things Heard & Seen,MOVIE,"['horror', 'thriller', 'drama']",2021,13.886,5.3
1817,Freaks – You're One of Us,MOVIE,"['thriller', 'fantasy', 'scifi', 'action', 'drama']",2020,13.88,5.4
1818,The Disaster Artist,MOVIE,"['comedy', 'drama']",2017,13.876,7.3
1819,Messiah,SHOW,"['drama', 'thriller']",2020,13.871,7.6
1820,Captain Underpants: Mega Blissmas,MOVIE,"['comedy', 'animation', 'family']",2020,13.865,5.3
1821,Osmosis,SHOW,"['scifi', 'romance']",2019,13.835,5.8
1822,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,"['fantasy', 'drama', 'horror', 'animation', 'action']",2012,13.833,7.7
1823,Any Given Sunday,MOVIE,"['drama', 'sport']",1999,13.825,6.9
1824,Baaghi,MOVIE,"['thriller', 'action', 'romance']",2016,13.824,5.3
1825,The Girl Next Door,MOVIE,"['thriller', 'drama', 'crime', 'horror']",2007,13.823,6.5
1826,Deck the Halls,MOVIE,"['comedy', 'family']",2006,13.817,5
1827,Quicksand,SHOW,"['drama', 'crime', 'thriller']",2019,13.813,7.5
1828,Rita,SHOW,"['comedy', 'drama', 'european']",2012,13.801,8.1
1829,Creep 2,MOVIE,"['horror', 'thriller', 'crime', 'drama']",2017,13.772,6.4
1830,The Laundromat,MOVIE,"['drama', 'comedy', 'crime', 'history']",2019,13.77,6.3
1831,The Legend of Bruce Lee,SHOW,"['action', 'drama']",2008,13.767,7
1832,Coven,MOVIE,"['drama', 'history', 'thriller', 'horror', 'action']",2020,13.765,6.4
1833,Awakenings,MOVIE,"['drama', 'european']",1990,13.761,7.8
1834,Intuition,MOVIE,"['thriller', 'crime']",2020,13.733,5.5
1835,Ask the Storybots,SHOW,"['animation', 'comedy', 'family']",2016,13.727,8.4
1836,LEGO Friends: Girls on a Mission,SHOW,['animation'],2018,13.724,7.7
1837,The Professor and the Madman,MOVIE,"['thriller', 'drama', 'history', 'european']",2019,13.722,7.2
1838,Rip Tide,MOVIE,"['drama', 'family', 'action', 'thriller']",2017,13.684,5.5
1839,The Neighbor,SHOW,"['comedy', 'action']",2019,13.672,6.5
1840,Immortals,SHOW,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",2018,13.668,5.4
1841,The Wasteland,MOVIE,"['thriller', 'drama', 'horror']",2022,13.667,4.6
1842,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,"['animation', 'comedy', 'scifi', 'action']",2015,13.662,6.1
1843,Home for Christmas,SHOW,"['comedy', 'drama', 'romance']",2019,13.653,7.7
1844,Happy Anniversary,MOVIE,['comedy'],2018,13.649,5.7
1845,The Haunted House,SHOW,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']",2016,13.649,8.4
1846,Sergio,MOVIE,"['drama', 'history', 'romance', 'documentation']",2020,13.626,6.2
1847,Tidelands,SHOW,"['scifi', 'fantasy', 'crime', 'drama']",2018,13.616,6.8
1848,Hubie Halloween,MOVIE,"['thriller', 'horror', 'fantasy', 'comedy']",2020,13.584,5.2
1849,Paradise Beach,MOVIE,"['action', 'drama', 'thriller', 'crime', 'european']",2019,13.582,4.6
1850,"Good Morning, Verônica",SHOW,"['drama', 'thriller', 'crime']",2020,13.579,7.6
1851,Flaked,SHOW,"['drama', 'romance', 'comedy']",2016,13.564,7.2
1852,Mank,MOVIE,"['comedy', 'drama']",2020,13.558,6.8
1853,Chappelle's Show,SHOW,"['comedy', 'music']",2003,13.557,8.8
1854,The Perfection,MOVIE,"['thriller', 'drama', 'horror', 'music']",2018,13.548,6.1
1855,Frequency,SHOW,"['scifi', 'fantasy', 'thriller', 'drama']",2016,13.548,7.5
1856,Black Spot,SHOW,"['drama', 'thriller', 'crime', 'horror', 'european']",2017,13.547,7.4
1857,Vampires,SHOW,"['scifi', 'drama', 'fantasy', 'horror']",2020,13.542,5.6
1858,BREAK IT ALL: The History of Rock in Latin America,SHOW,"['documentation', 'music']",2020,13.537,7.6
1859,The Main Event,MOVIE,"['comedy', 'action', 'family', 'fantasy', 'sport']",2020,13.508,4.8
1860,The Replacements,MOVIE,"['comedy', 'sport']",2000,13.465,6.6
1861,The English Game,SHOW,['drama'],2020,13.462,
1862,Heidi,SHOW,"['drama', 'family', 'animation', 'european']",2015,13.453,7.2
1863,Icarus,MOVIE,"['documentation', 'thriller', 'sport']",2017,13.434,7.9
1864,Haseen Dillruba,MOVIE,"['drama', 'romance', 'thriller', 'crime']",2021,13.416,7
1865,Rumor Has It...,MOVIE,"['comedy', 'drama', 'romance']",2005,13.404,5.5
1866,Navillera,SHOW,['drama'],2021,13.399,8.8
1867,Christmas with the Kranks,MOVIE,"['comedy', 'family']",2004,13.399,5.4
1868,Tales of the City,SHOW,['drama'],2019,13.399,7.4
1869,The Do-Over,MOVIE,"['action', 'comedy']",2016,13.392,5.7
1870,A Go! Go! Cory Carson Christmas,MOVIE,"['animation', 'family']",2020,13.391,6.3
1871,Travis Scott: Look Mom I Can Fly,MOVIE,"['music', 'documentation']",2019,13.38,6.3
1872,How to Become a Tyrant,SHOW,"['war', 'history', 'documentation']",2021,13.37,7.4
1873,Prime Time,MOVIE,"['thriller', 'drama']",2021,13.364,5.2
1874,Before I Wake,MOVIE,"['drama', 'fantasy', 'horror', 'thriller']",2016,13.359,6.2
1875,The Occupant,MOVIE,"['thriller', 'european', 'drama']",2020,13.35,6.4
1876,Fatima,MOVIE,"['drama', 'war']",2020,13.318,6.6
1877,Hold the Dark,MOVIE,"['thriller', 'horror', 'action', 'drama']",2018,13.295,5.6
1878,Misha and the Wolves,MOVIE,"['documentation', 'drama']",2021,13.294,6.7
1879,Biggie: I Got a Story to Tell,MOVIE,"['music', 'documentation']",2021,13.293,6.8
1880,Without a Paddle,MOVIE,"['thriller', 'comedy']",2004,13.29,5.8
1881,Elisa & Marcela,MOVIE,"['romance', 'drama', 'european']",2019,13.29,6.6
1882,Creep,MOVIE,"['horror', 'thriller']",2014,13.284,6.3
1883,Lucid Dream,MOVIE,"['thriller', 'scifi']",2017,13.263,6.1
1884,Escape from Mr. Lemoncello's Library,MOVIE,"['fantasy', 'family']",2017,13.259,5.4
1885,Biohackers,SHOW,"['scifi', 'thriller', 'drama']",2020,13.252,6.8
1886,Black Earth Rising,SHOW,"['crime', 'thriller']",2018,13.209,7.4
