,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
303,Are You Afraid of the Dark?,SHOW,"['thriller', 'horror', 'family', 'drama', 'fantasy']",2019,75.625,7.1
304,Yu-Gi-Oh!,SHOW,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",1998,75.438,7.2
305,Boys Over Flowers,SHOW,"['comedy', 'drama', 'romance']",2009,75.209,7.9
306,Surviving Paradise: A Family Tale,MOVIE,['documentation'],2022,75.026,7.5
307,Ghost Lab,MOVIE,"['horror', 'thriller', 'drama']",2021,74.789,5.2
308,The K2,SHOW,"['war', 'drama', 'romance', 'thriller']",2016,74.751,7.9
309,Sweet Home,SHOW,['scifi'],2020,74.635,
310,Disenchantment,SHOW,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",2018,74.537,7.2
311,Black Mirror,SHOW,"['scifi', 'thriller', 'drama', 'european']",2011,74.102,8.8
312,Warrior,MOVIE,"['drama', 'action', 'sport']",2011,74.092,8.2
313,The Qin Empire,SHOW,['war'],2009,74.088,
314,Shaman King,SHOW,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",2021,73.903,7
315,Sword Art Online,SHOW,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",2012,73.783,7.6
316,The Texas Chainsaw Massacre,MOVIE,"['horror', 'crime']",2003,73.702,6.2
317,How to Sell Drugs Online (Fast),SHOW,"['drama', 'comedy', 'crime', 'romance']",2019,73.548,7.9
318,Kung Fu Panda 3,MOVIE,"['comedy', 'animation', 'action', 'family', 'fantasy', 'drama']",2016,73.412,7.1
319,Katla,SHOW,"['scifi', 'thriller', 'drama']",2021,73.252,7
320,Sucker Punch,MOVIE,"['fantasy', 'thriller', 'action']",2011,73.193,6
321,A Walk Among the Tombstones,MOVIE,"['drama', 'thriller', 'action', 'crime']",2014,73.108,6.5
322,Survivor,SHOW,['reality'],2000,73.107,7.4
323,Minnal Murali,MOVIE,"['action', 'comedy', 'drama', 'fantasy', 'scifi']",2021,73.084,8.1
324,Orange Is the New Black,SHOW,"['drama', 'comedy', 'crime']",2013,72.825,8.1
325,BEASTARS,SHOW,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",2019,72.782,7.7
326,Four to Dinner,MOVIE,"['comedy', 'romance']",2022,72.715,6.3
327,Legend,MOVIE,"['thriller', 'crime', 'drama', 'european']",2015,72.35,6.9
328,The Crown,SHOW,"['drama', 'history', 'european']",2016,72.323,8.7
329,Barbie: Princess Adventure,MOVIE,"['music', 'animation', 'family']",2020,72.312,5.4
330,Black Island,MOVIE,"['thriller', 'drama']",2021,72.304,5.1
331,Terminator Salvation,MOVIE,"['thriller', 'scifi', 'fantasy', 'war', 'action']",2009,72.272,6.5
332,Never Have I Ever,SHOW,"['drama', 'comedy']",2020,72.067,7.8
333,Scary Movie 5,MOVIE,"['comedy', 'horror']",2013,72.044,3.5
334,There's Someone Inside Your House,MOVIE,"['thriller', 'horror']",2021,71.787,4.8
335,How to Train Your Dragon,MOVIE,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",2010,71.782,8.1
336,Fireworks,MOVIE,"['drama', 'documentation', 'fantasy', 'romance', 'scifi', 'family', 'animation']",2017,71.713,5.6
337,Forgive Us Our Trespasses,MOVIE,['drama'],2022,71.392,6.5
338,Alice in Borderland,SHOW,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",2020,70.971,7.6
339,Night Teeth,MOVIE,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",2021,70.777,5.6
340,The Rain,SHOW,"['drama', 'scifi', 'thriller']",2018,70.563,7.3
341,The Five Juanas,SHOW,['drama'],2021,70.0,6.9
342,The Cat in the Hat,MOVIE,"['fantasy', 'comedy', 'family']",2003,69.974,4
343,Kate,MOVIE,"['action', 'crime', 'drama', 'thriller']",2021,69.823,6.2
344,Intrusion,MOVIE,"['drama', 'thriller']",2021,69.688,5.3
345,Space Sweepers,MOVIE,"['scifi', 'fantasy', 'action', 'drama']",2021,69.534,6.5
346,Daughter from Another Mother,SHOW,"['romance', 'fantasy', 'comedy', 'drama']",2021,69.452,7.2
347,Barbie & Chelsea: The Lost Birthday,MOVIE,['animation'],2021,69.129,
348,How to Train Your Dragon 2,MOVIE,"['fantasy', 'comedy', 'family', 'animation', 'action']",2014,68.926,7.8
349,Heartland,SHOW,"['drama', 'family']",2007,68.46,8.4
350,Devilman Crybaby,SHOW,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",2018,68.38,7.6
351,Sky Rojo,SHOW,"['action', 'crime', 'drama', 'thriller']",2021,68.251,6.5
352,Grizzy & the Lemmings,SHOW,"['comedy', 'animation', 'family', 'european']",2016,68.219,7.1
353,Secret Magic Control Agency,MOVIE,"['fantasy', 'comedy', 'family', 'animation']",2021,68.203,6.2
354,Elite Short Stories: Carla Samuel,SHOW,"['drama', 'romance']",2021,68.14,6.9
355,Big Mouth,SHOW,"['animation', 'comedy', 'romance']",2017,68.109,7.9
356,Girl from Nowhere,SHOW,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",2018,67.928,7.6
357,Flavors of Youth,MOVIE,"['drama', 'animation', 'romance']",2018,67.856,6.6
358,The Gentlemen,MOVIE,"['comedy', 'crime', 'action']",2019,67.663,7.8
359,Black Lightning,SHOW,"['scifi', 'action', 'drama']",2018,67.65,6.1
360,Ghostland,MOVIE,"['horror', 'thriller', 'drama', 'european']",2018,67.252,6.4
361,It's Okay to Not Be Okay,SHOW,"['drama', 'comedy', 'romance']",2020,67.024,8.6
362,Fast & Furious Spy Racers,SHOW,"['comedy', 'crime', 'drama', 'family', 'animation', 'action']",2019,66.94,5.7
363,A Babysitter's Guide to Monster Hunting,MOVIE,"['fantasy', 'comedy', 'family']",2020,66.921,5.4
364,To All the Boys I've Loved Before,MOVIE,"['romance', 'comedy', 'drama']",2018,66.882,7.1
365,Xico's Journey,MOVIE,"['family', 'fantasy', 'animation']",2020,66.177,5.1
366,Rumspringa - Ein Amish in Berlin,MOVIE,"['drama', 'comedy']",2022,65.905,5.3
367,Fear Street: 1666,MOVIE,['horror'],2021,65.826,
368,All American,SHOW,"['drama', 'sport']",2018,65.499,7.6
369,Cable Girls,SHOW,"['drama', 'european']",2017,65.44,7.6
370,In for a Murder,MOVIE,"['comedy', 'thriller', 'drama', 'scifi']",2021,65.43,5.3
371,Still Out of My League,MOVIE,"['comedy', 'romance', 'drama']",2021,65.414,5.4
372,New Girl,SHOW,"['comedy', 'romance']",2011,65.381,7.7
373,Big Time Rush,SHOW,"['comedy', 'family']",2009,65.327,6.3
374,The Sinner,SHOW,"['crime', 'thriller', 'drama']",2017,65.193,7.9
375,Blood Red Sky,MOVIE,"['fantasy', 'horror', 'thriller', 'action']",2021,65.137,6.1
376,The Chestnut Man,SHOW,"['crime', 'drama', 'thriller']",2021,65.023,7.7
377,Money Heist: From Tokyo to Berlin,SHOW,"['documentation', 'crime', 'drama']",2021,64.787,7.7
378,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,"['action', 'animation']",2006,64.608,6.4
379,Our Blues,SHOW,['drama'],2022,64.558,7.7
380,Fatherhood,MOVIE,"['drama', 'comedy']",2021,63.934,6.6
381,The Blind Side,MOVIE,"['drama', 'sport']",2009,63.816,7.6
382,The Legend of Korra,SHOW,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",2012,63.789,8.4
383,Elite Short Stories: Phillipe Caye Felipe,SHOW,"['comedy', 'drama', 'romance']",2021,63.767,6.2
384,Final Destination 5,MOVIE,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",2011,63.749,5.9
385,Xtreme,MOVIE,"['thriller', 'fantasy', 'action', 'crime', 'drama']",2021,63.602,5.8
386,Kingdom,SHOW,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",2019,63.579,8.3
387,Aftermath,MOVIE,"['horror', 'thriller', 'drama']",2021,63.255,5.3
388,The Forgotten Battle,MOVIE,"['drama', 'war', 'history', 'documentation', 'european']",2020,63.03,7.1
389,The Texas Chainsaw Massacre: The Beginning,MOVIE,"['horror', 'thriller', 'documentation']",2006,63.011,5.8
390,Night in Paradise,MOVIE,"['thriller', 'action', 'crime', 'drama']",2020,62.599,6.7
391,I Am All Girls,MOVIE,"['crime', 'drama', 'thriller']",2021,62.514,5.9
392,My Liberation Notes,SHOW,"['drama', 'romance']",2022,62.434,8.4
393,The Power of the Dog,MOVIE,"['drama', 'romance', 'western']",2021,62.339,6.9
394,Ferry,MOVIE,"['drama', 'thriller', 'action', 'crime']",2021,62.323,7
395,Resort to Love,MOVIE,"['comedy', 'romance']",2021,62.295,5.7
396,My Father's Violin,MOVIE,['drama'],2022,62.245,6.4
397,True Story,SHOW,"['drama', 'thriller', 'comedy', 'crime']",2021,62.186,7.5
398,Dynasty,SHOW,['drama'],2017,62.172,7.2
399,America: The Motion Picture,MOVIE,"['action', 'animation', 'comedy', 'fantasy', 'history', 'scifi', 'war']",2021,62.164,5.6
400,The Thundermans,SHOW,"['action', 'scifi', 'family', 'comedy', 'drama']",2013,62.125,5.6
401,The Beauty Inside,SHOW,"['drama', 'fantasy', 'romance']",2018,62.12,7.6
402,Bubble,MOVIE,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']",2022,62.08,6.5
403,Blade Runner 2049,MOVIE,"['scifi', 'thriller', 'action', 'drama']",2017,61.861,8
404,The Kissing Booth 2,MOVIE,"['comedy', 'romance']",2020,61.763,5.7
405,Bartkowiak,MOVIE,"['thriller', 'action', 'crime', 'sport']",2021,61.671,5.1
406,Five Feet Apart,MOVIE,"['romance', 'drama']",2019,61.598,7.2
407,#Alive,MOVIE,"['thriller', 'horror', 'action', 'drama']",2020,61.465,6.3
408,Unknown,MOVIE,"['action', 'thriller', 'european']",2011,61.423,6.8
409,Avatar: The Last Airbender,SHOW,"['scifi', 'family', 'fantasy', 'animation', 'action']",2005,61.284,9.3
410,Confessions of an Invisible Girl,MOVIE,"['drama', 'comedy']",2021,61.214,5.2
411,Star Trek: Deep Space Nine,SHOW,"['scifi', 'action', 'drama']",1993,61.159,8.1
412,Barbarians,SHOW,"['action', 'drama', 'history']",2020,60.811,7.2
413,The End of the F***ing World,SHOW,"['crime', 'comedy', 'drama', 'romance', 'thriller']",2017,60.765,8.1
414,Over the Moon,MOVIE,"['family', 'fantasy', 'scifi', 'romance', 'animation', 'comedy']",2020,60.545,6.3
415,Ninjago: Masters of Spinjitzu,SHOW,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']",2012,60.536,7.2
416,Zoo,SHOW,"['drama', 'thriller', 'scifi']",2015,60.53,6.6
417,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",2018,60.496,8.1
418,Clickbait,SHOW,"['thriller', 'crime', 'drama']",2021,60.49,7.2
419,The Mitchells vs. the Machines,MOVIE,"['animation', 'comedy', 'family', 'scifi']",2021,60.224,7.6
420,How to Get Away with Murder,SHOW,"['drama', 'thriller', 'crime']",2014,59.834,8.1
421,Sailor Moon Crystal,SHOW,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",2014,59.673,7.8
422,Redemption,MOVIE,"['thriller', 'action', 'european']",2013,59.493,
423,Altered Carbon,SHOW,"['scifi', 'thriller', 'action', 'drama']",2018,59.428,7.9
424,War Dogs,MOVIE,"['crime', 'drama', 'comedy', 'war']",2016,59.104,7.1
425,Narcos: Mexico,SHOW,"['drama', 'crime']",2018,58.895,8.4
426,Robin Robin,MOVIE,"['animation', 'comedy', 'family']",2021,58.719,7.2
427,Rambo,MOVIE,"['thriller', 'action', 'war', 'european']",2008,58.435,7
428,Lokillo: Nothing's the Same,MOVIE,['comedy'],2021,58.296,4.6
429,Dragons: Race to the Edge,SHOW,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",2015,58.201,8.2
430,Hospital Playlist,SHOW,"['comedy', 'drama']",2020,58.017,8.8
431,Below Zero,MOVIE,"['action', 'crime', 'horror', 'thriller', 'drama']",2021,57.516,6.2
432,Who Rules The World,SHOW,"['drama', 'fantasy', 'romance']",2022,57.401,9.2
433,Forrest Gump,MOVIE,"['drama', 'romance', 'comedy']",1994,57.114,8.8
434,Blackhat,MOVIE,"['thriller', 'action', 'crime']",2015,57.038,5.4
435,Downton Abbey,SHOW,"['drama', 'romance', 'european']",2010,57.029,8.7
436,Anonymously Yours,MOVIE,"['romance', 'drama']",2021,57.014,5.7
437,SAINT SEIYA: Knights of the Zodiac,SHOW,"['scifi', 'action', 'animation', 'fantasy']",2019,56.878,4.5
438,Madam Secretary,SHOW,"['war', 'thriller', 'drama']",2014,56.834,7.6
439,The Promised Neverland,SHOW,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",2019,56.8,8.4
440,A Classic Horror Story,MOVIE,['horror'],2021,56.744,
441,Django Unchained,MOVIE,"['western', 'drama']",2012,56.588,8.4
442,40 Years Young,MOVIE,['comedy'],2022,56.498,4.2
443,All the Bright Places,MOVIE,"['drama', 'romance']",2020,56.467,6.5
444,Violet Evergarden,SHOW,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",2018,56.177,8.4
445,Kuroko's Basketball the Movie: Last Game,MOVIE,"['animation', 'drama', 'sport']",2017,56.055,7.7
446,Maya and the Three,SHOW,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",2021,55.962,8.1
447,Extraction,MOVIE,"['thriller', 'crime', 'drama', 'action']",2020,55.868,6.7
448,American Pie Presents: Girls' Rules,MOVIE,['comedy'],2020,55.783,
449,Just Say Yes,MOVIE,"['romance', 'comedy']",2021,55.544,4.5
450,Den of Thieves,MOVIE,"['thriller', 'action', 'crime', 'drama']",2018,55.531,7
451,Closer,MOVIE,"['drama', 'romance']",2004,55.362,7.2
452,Single All the Way,MOVIE,"['comedy', 'drama', 'romance']",2021,55.264,6.1
453,The Irregular at Magic High School,SHOW,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",2014,55.055,7.1
454,Saving Private Ryan,MOVIE,"['drama', 'war']",1998,54.874,8.6
455,Queen of the South,SHOW,"['drama', 'thriller', 'action', 'crime']",2016,54.867,7.9
456,Mako Mermaids: An H2O Adventure,SHOW,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",2013,54.741,6.7
457,The Heirs,SHOW,"['drama', 'comedy', 'romance']",2013,54.729,7.5
458,PJ Masks,SHOW,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",2015,54.603,5.4
459,Cloudy with a Chance of Meatballs,MOVIE,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",2009,54.58,6.9
460,Arrested Development,SHOW,['comedy'],2003,54.388,8.7
461,Modest Heroes,MOVIE,"['fantasy', 'animation', 'drama', 'family', 'comedy']",2018,54.373,6.6
462,Zig and Sharko,SHOW,"['comedy', 'fantasy', 'romance', 'action', 'animation', 'family', 'european']",2010,54.353,6.8
463,Nocturnal Animals,MOVIE,"['drama', 'thriller']",2016,54.29,7.5
464,Stand by Me Doraemon,MOVIE,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'scifi']",2014,54.237,7.3
465,Nightcrawler,MOVIE,"['crime', 'thriller', 'drama']",2014,54.186,7.8
466,The Platform,MOVIE,"['horror', 'scifi', 'thriller', 'european']",2019,54.034,7
467,Berserk: The Golden Age Arc III - The Advent,MOVIE,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']",2013,53.956,7.8
468,Annabelle: Creation,MOVIE,"['horror', 'thriller']",2017,53.874,6.5
469,The Princess Switch 3: Romancing the Star,MOVIE,"['romance', 'comedy', 'drama', 'family']",2021,53.866,5.5
470,Glitch,SHOW,"['scifi', 'drama', 'horror', 'thriller']",2015,53.857,7.3
471,A Nightmare on Elm Street,MOVIE,['horror'],1984,53.853,7.4
472,Cardcaptor Sakura,SHOW,"['scifi', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'action']",1998,53.714,8
473,Munich: The Edge of War,MOVIE,"['drama', 'history', 'thriller']",2022,53.688,6.8
474,Pets United,MOVIE,"['comedy', 'animation']",2019,53.681,3.7
475,Tribes of Europa,SHOW,"['scifi', 'fantasy', 'action', 'drama']",2021,53.488,6.7
476,iZombie,SHOW,"['scifi', 'comedy', 'crime', 'drama', 'horror']",2015,53.416,7.8
477,Dark Shadows,MOVIE,"['comedy', 'fantasy', 'horror']",2012,53.366,6.2
478,The Sound of Magic,SHOW,"['drama', 'fantasy', 'music']",2022,53.301,8
479,What Happened to Monday,MOVIE,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']",2017,52.94,6.8
480,Finding 'Ohana,MOVIE,"['comedy', 'family', 'action']",2021,52.678,6.1
481,The Untamed,SHOW,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",2019,52.565,8.8
482,Hemlock Grove,SHOW,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",2013,52.542,7
483,Lost in Space,SHOW,"['scifi', 'action', 'drama', 'thriller', 'family']",2018,52.535,7.3
484,Miracle in Cell No. 7,MOVIE,['drama'],2019,52.412,8.2
485,Clark,SHOW,"['comedy', 'crime', 'drama', 'thriller', 'action']",2022,52.364,7.5
486,The Ridiculous 6,MOVIE,"['western', 'action', 'comedy']",2015,52.167,4.8
487,Fate/Apocrypha,SHOW,"['action', 'scifi', 'animation', 'drama', 'fantasy']",2017,52.16,6.6
488,Insidious: Chapter 2,MOVIE,"['thriller', 'horror']",2013,52.127,6.5
489,A Korean Odyssey,SHOW,"['comedy', 'romance', 'fantasy', 'horror']",2017,52.042,8
490,Neon Genesis Evangelion,SHOW,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",1995,51.993,8.5
491,Kuroko's Basketball,SHOW,"['animation', 'comedy', 'sport']",2012,51.824,8.3
492,Designated Survivor,SHOW,"['war', 'action', 'drama', 'thriller']",2016,51.752,7.5
493,The Worst Witch,SHOW,"['scifi', 'fantasy', 'family', 'european']",2017,51.672,7.2
494,The War Next-door,SHOW,['comedy'],2021,51.527,5.6
495,To the Lake,SHOW,"['scifi', 'thriller', 'drama']",2019,51.377,7.2
496,Sounds Like Love,MOVIE,"['comedy', 'music', 'romance', 'drama']",2021,51.231,5.4
497,Travelers,SHOW,"['scifi', 'drama', 'thriller', 'crime']",2016,51.169,8
498,Selena: The Series,SHOW,"['drama', 'music']",2020,51.141,6.9
499,Gilmore Girls,SHOW,"['comedy', 'drama']",2000,51.125,8.2
500,The Final Destination,MOVIE,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",2009,51.108,5.1
501,Tear Along the Dotted Line,SHOW,"['drama', 'comedy', 'animation']",2021,51.108,8.7
502,Bāhubali: The Beginning,MOVIE,"['drama', 'action', 'fantasy']",2015,51.091,8
503,Good Girls,SHOW,"['comedy', 'drama', 'crime']",2018,51.087,7.7
504,Yes Day,MOVIE,"['comedy', 'family']",2021,51.078,5.7
505,Grumpy Christmas,MOVIE,['comedy'],2021,50.9,4.4
506,Freddy vs. Jason,MOVIE,"['horror', 'action']",2003,50.824,5.7
507,Final Destination 3,MOVIE,"['horror', 'thriller', 'action', 'crime', 'fantasy', 'european']",2006,50.649,5.8
508,Sharkdog’s Fintastic Halloween,MOVIE,"['fantasy', 'family', 'animation', 'comedy']",2021,50.639,6.6
509,Ash vs Evil Dead,SHOW,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",2015,50.633,8.4
510,Dragons: Dawn Of The Dragon Racers,MOVIE,['fantasy'],2014,50.509,
511,Blade II,MOVIE,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",2002,50.32,6.7
512,The Other Guys,MOVIE,"['crime', 'action', 'comedy']",2010,50.29,6.6
513,Meteor Garden,SHOW,"['comedy', 'family', 'drama', 'romance']",2018,50.167,7.9
514,"Nevertheless,",SHOW,"['drama', 'romance']",2021,49.993,7.2
515,El Dragón: Return of a Warrior,SHOW,"['action', 'drama']",2019,49.839,6.8
516,Ride or Die,MOVIE,"['thriller', 'drama', 'romance']",2021,49.781,5.5
517,My Little Pony: Friendship Is Magic,SHOW,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']",2010,49.715,7.6
518,Long Story Short,MOVIE,"['fantasy', 'comedy', 'romance']",2021,49.592,6.5
519,Ghosts of War,MOVIE,"['horror', 'thriller', 'fantasy', 'war']",2020,49.579,5.5
520,Ratched,SHOW,"['crime', 'drama', 'thriller']",2020,49.499,7.2
521,3 Idiots,MOVIE,"['comedy', 'drama']",2009,49.398,8.4
522,Thomas & Friends,SHOW,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",1984,49.384,6.5
523,"Yes, God, Yes",MOVIE,"['comedy', 'drama']",2020,49.323,6.1
524,This Is Not a Comedy,MOVIE,"['drama', 'comedy']",2021,49.227,4.9
525,Baby,SHOW,['drama'],2018,49.167,6.8
526,Seventh Son,MOVIE,"['fantasy', 'action']",2014,49.025,5.5
527,The Daily Life of the Immortal King,SHOW,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",2020,48.912,7.2
528,Reign,SHOW,"['drama', 'fantasy']",2013,48.886,7.5
529,Crash Landing on You,SHOW,['drama'],2019,48.795,
530,Our Father,MOVIE,['crime'],2022,48.759,
531,Gangubai Kathiawadi,MOVIE,"['drama', 'crime']",2022,48.715,7
532,Dragonheart: Vengeance,MOVIE,"['fantasy', 'european']",2020,48.702,
533,Wakfu,SHOW,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",2008,48.59,8.1
534,Looper,MOVIE,"['thriller', 'scifi', 'drama', 'crime', 'action']",2012,48.347,7.4
535,Community,SHOW,['comedy'],2009,48.311,8.5
536,Jupiter's Legacy,SHOW,"['scifi', 'action', 'drama', 'fantasy']",2021,48.307,6.7
537,Free Rein,SHOW,"['comedy', 'drama', 'family', 'action', 'documentation']",2017,48.156,7
538,Outer Banks,SHOW,"['action', 'drama', 'romance', 'thriller', 'crime']",2020,48.11,7.5
539,Super Monsters: Once Upon a Rhyme,MOVIE,"['family', 'animation']",2021,47.945,5.8
540,Bright: Samurai Soul,MOVIE,"['animation', 'action', 'fantasy', 'thriller']",2021,47.933,5.5
541,Sherlock Holmes: A Game of Shadows,MOVIE,"['crime', 'thriller', 'action']",2011,47.884,7.4
542,Black Money Love,SHOW,"['action', 'drama', 'romance', 'crime']",2014,47.857,7.4
543,6 Underground,MOVIE,"['action', 'thriller', 'comedy']",2019,47.628,6.1
544,Money Heist: The Phenomenon,MOVIE,['documentation'],2020,47.62,7.4
545,Sexy Beasts,SHOW,"['reality', 'romance']",2021,47.536,4.6
546,Monster House,MOVIE,"['fantasy', 'animation', 'comedy', 'family']",2006,47.456,6.6
547,Blade,MOVIE,"['action', 'scifi', 'horror']",1998,47.411,7.1
548,Sand Castle,MOVIE,"['drama', 'action', 'war']",2017,47.136,6.3
549,Shooter,SHOW,"['war', 'drama', 'action']",2016,47.07,7.5
550,The Boss Baby: Back in Business,SHOW,"['action', 'comedy', 'animation', 'family', 'fantasy']",2018,47.064,6.4
551,The King: Eternal Monarch,SHOW,['scifi'],2020,47.02,
552,Barney & Friends,SHOW,['family'],1992,46.955,3.8
553,The Guilty,MOVIE,"['drama', 'thriller', 'action', 'crime']",2021,46.903,6.3
554,Texas Chainsaw 3D,MOVIE,"['horror', 'thriller']",2013,46.799,4.8
